id,text
3307,@AmazonHelp Please stop using @174208 @2150. They are late 80% of the time. UPS and USPS are way more reliable. Please!
3308,"Yo @AmazonHelp, I have two packages that were 'delivered' on Weds but no sign. No red slip either. None of my neighbours have them either"
3309,.@AmazonHelp How do I remove Dash buttons from Amazon Mobile? I WILL NEVER use them and they are distracting. https://t.co/7BkYNABEbK
3310,@AmazonHelp was supposed to get a package yesterday.  Was told could not deliver.  I was home all night and it was never attempted.
3311,"@AmazonHelp I bought a TV and this is how Hermes left it! The card had a 'no safe place' option, but this was ignored 😠. https://t.co/vOMn76pxx5"
3312,So @115850 prime lists/sells at higher than MRP. Caught. Now bribing me wth Rs.100 voucher. Save that for lawyer fees I'd say. @AmazonHelp
3313,"@AmazonHelp This book image and book title do not match, and I did not know how to report the error on the page. https://t.co/kS8FJanBmH"
3314,"@AmazonHelp 
Such a pathetic service I have ever experienced in my tenure with Amazon.Escalation team disconnected my callwithout a courtesy"
3315,"@115821 @AmazonHelp Someone has used my card in US for $10.99. I am not aware of this, @115850 is saying that it belong to us"
3316,"@AmazonHelp there was a way for me to add a reference name or number to my purchases,I buy for home and work,need to be able to reference"
3317,@115850 @AmazonHelp this is what amazon do with thier customer ?they cheat my mny is dedcted frm accnt bt order is not delevired. cheater https://t.co/rDoK6UN1Cx
3318,"@AmazonHelp I am being charged twice for the same book rental,what do i need to do to fix this?"
3319,@AmazonHelp @115850 @115851 You are failing miserably to deliver products on time to prime user. My both orders failed to dlvr.
3320,"As sad as this is @AmazonHelp why are you telling me? I've never tried to buy this, ever! https://t.co/VX90G52tmF"
3321,When your having a bad day and then this happens 😖 @AmazonHelp https://t.co/KVRMsVQR0R
3322,Hey @AmazonHelp.... what am I supposed to do about this?? https://t.co/QqdIfUvs9w
3323,@AmazonHelp (1/2) Order no. 403-6584566-9823528 was guaranteed delivery. After waiting for whole day I get 2 know it wont b delivered today
3324,@AmazonHelp So you failed to deliver a Prime order on the promised day and I cancelled.  When do I get the monies refunded?
3325,"@AmazonHelp @115850 
Do U'll offer any prizes for guessing the response of the customer service team? ""the issue shall be resolved within 24-48 hours..."" the same crap that I have been hearing for over 120hrs !! Somehow the 24/48hrs never seem to get over !!
#Liars #sadtruth"
3326,"Umm, @AmazonHelp how is this possible when im sat at home and have not left and no one has run the doorbell?!?! https://t.co/gojTkWPSts"
3327,"Anyone else having problems with""look inside"" asking you sign in for more pages with no effect. @115821 @AmazonHelp"
3328,@AmazonHelp @115830 received an email from u saying youve upgraded my cod:ww2 order to the zombie version which is v nice of you but why?
3329,@AmazonHelp. Thank you for your assistance ! Item has just been delivered !
3330,"@115850 @AmazonHelp Dmed you a query about Apay Cashback offer 

Request you to Answer on priority"
3331,"@AmazonHelp 
Advantages of being a prime member. The price of product goes up when I select prime :-) https://t.co/wU7eUKAiKw"
3332,@AmazonHelp sir Will I get a prime membership trial on the new account?
3333,"@AmazonHelp..Order No..404-6800877-5877920
Item recieved broken. Please get it picked up from shipped address. No option on ur site."
3334,@AmazonHelp I received an item that was apparently a gift from Amazon. How did this happen? Do I get charged?
3335,@AmazonHelp if I order a nintendo switch and games will it be prime same day delivery?? (I'm in the UK)
3336,@AmazonHelp I requested a refund on a prime order that has not arrived a week later. Does this mean the package goes back to you?
3337,"@AmazonHelp Hi, do you have a UK helpline telephone number ?"
3338,@AmazonHelp your audible app sucks. Got a free trial and can't download books. Definitely won't be getting a subscription
3339,@AmazonHelp you have not given any confirmation for my complaint and are not receiving calls as well.
3340,@AmazonHelp Order #405-3523027-0270732.Not getting delivered due to wrongdoings of delivery person.Escalated.Still no delivery!
3341,@AmazonHelp I get this message every time I re-log in to cancel amazon prime. I need to cancel by today https://t.co/bkdD1HUdIw
3342,Another @127161 delivery that has arrived badly damaged. No choice but to return them. #notimpressed cc: @AmazonHelp https://t.co/yFHjg36WDC
3343,@AmazonHelp I ordered something and am missing items. It was fulfilled by amazon so the seller isn't being helpful. Not sure what to do
3344,@AmazonHelp returned my parcel to amazon.de over 3 weeks ago and I have yet to hear any updates from you guys. courier confirmed delivery
3345,@AmazonHelp hi. I would like the contact details for the Manchester depot for Amazon Logistics. Not your cust serv number. The actual depot.
3346,Where is my TV? I have paid for it and it got delivered in other location. Please refund me my money or deliver TV.@115850 @AmazonHelp
3347,"@AmazonHelp I have Amazon prime on my TV, no fire stick or anything. Is there a way to get close captioning on movies and TV shows? Tia"
3348,.@AmazonHelp when I use my firestick to watch the .@126452 app. Then swift to another app and try to switch back nothing is playable. Help!
3349,@AmazonHelp Hi my account has been locked I have faxed my info as requested but account still locked and have no way of contacting amazon
3350,@AmazonHelp Just opened the box with a photo frame I ordered in it to find the glass all smashed HELP!!
3351,"@AmazonHelp disappoint by ur service.rqst to pickup n whole day hv passed, no response from amazon.what kind of service is this?."
3352,@AmazonHelp please send back the driver with the rest of my order - I cannot be return the package for a refund. https://t.co/X9E2ttklfV
3353,"@AmazonHelp Hi I'm wondering about this article https://t.co/3Y25abIUEp … I pre-ordered this, were you really selling this or it's fake?"
3354,"@AmazonHelp do you think it’s appropriate to leave someone’s parcel outside the front door? I think not. Anyone could swipe it, thanks 🙄 https://t.co/WT4UPK6RG5"
3355,"@AmazonHelp delivery instructions are 'leave in brown delivery box', book left propped against dustbins in plain view. And it's not 1st time"
3356,"@AmazonHelp @115850 WTF is wrong with you people, how much time do U take to issue a refund,&amp; customer service making false commitments."
3357,@AmazonHelp my order says it was delivered but it’s nowhere to be found
3358,@AmazonHelp @115850 Pickup not completed since 14 days. Escalated issue many times on mail and call. Need my refund asap. Pathetic Service
3359,"Hi @AmazonHelp , I made an order with Prime on Oct 9 and I still haven't received it. It was supposed to be delivered on Oct 12 but it hasnt"
3360,My text book rental from amazon prime is late and now I can’t do my assignments for this week. Cool @AmazonHelp 🙃🙃
3361,SO MAD w/ @AmazonHelp right now. Why even have an option for 1-day delivery and then say it won’t be delivered until NEXT week?
3362,@AmazonHelp I pre-order @130626 deluxe edition and it still says there's no delivery date. Is it because I ordered it on Thursday?
3363,@AmazonHelp Not sure how the location was closed when it was my home address? https://t.co/y8WLXLtERl
3364,"Hey @AmazonHelp, I've sat in my living room all day today waiting for a delivery, the status has been changed to failed to deliver, despite"
3365,@115851  is it reasonable to expect to be able to listen to @1016 audio books on @116618   &amp; @116439 stick? @AmazonHelp
3366,@AmazonHelp pre-ordered a game for my son that advertises early access. How does he get access? I've tried DM but no reply 🤔
3367,@AmazonHelp I lost my kindle while traveling in Sri Lanka. Can I remotely deactivate it? Can I get a new one here? I want to read 🙂
3368,"@AmazonHelp I don’t have amazon Prime, yet somehow you’ve just taken £7.99 out of my account ?! Wtf?! I never signed up for this."
3369,@AmazonHelp famous for customer service THAT I BELIEVED TOO till I didn't got reply for the 3 mails I sent. Going down and down @115851
3370,@AmazonHelp  My package was delivered to the wrong address. Your delivery photo is not my door! How do I report this. Can't find on amazon
3371,Amazons customer service is horrible and haven't even attempted to rectify the situation. @115821 @AmazonHelp
3372,"@AmazonHelp i have order from amazon.it , but you’re not sending to me , you’re send to wrong address ..
Tracknumber: 1Z94W2A80400008449"
3373,@AmazonHelp Hi. I have given the wrong address by mistake while placing an order yesterday. And I'm not able to change it. Please assist.
3374,@AmazonHelp This is how my package came help me please! https://t.co/sE1K1PwXQk
3375,Customer service of @AmazonHelp India is going down day by day. It has become difficult to contact also
3376,@AmazonHelp the amount of packaging for the clothes basked to the left is beyond belief! Total waste and filled half my recycling... https://t.co/ZaF3XJ0nzH
3377,"@AmazonHelp I sent y’all a DM about a problem i am having, hope you get a chance to look at it"
3378,"@AmazonHelp 
Hello, Is it possible to change the shipping method after the order has been placed? I ordered last night"
3379,"@AmazonHelp @115850 @118341 @366940 #Digital amazon fraud.

Please arrange a refund asap.
Product returned still no refund . https://t.co/xeiMCWMd5E"
3380,"@115850 didn't receive cashback for Order ID: #402-2114609-1385952, 
Please check @AmazonHelp"
3381,@AmazonHelp what time do you guys deliver till today ?
3382,@AmazonHelp please help. @126705 have kept my parcel hostage with no effort to help me or resolve the issue
3383,@AmazonHelp sbi card offer valid on Amazon pay purchase?
3384,"@AmazonHelp Delivery for Thurs, no delivery attempt. Fri again, no delivery attempt. Cust services promised today. NO DELIVERY AGAIN. 😡"
3385,@AmazonHelp So for the 3rd time I ordered something via Prime &amp; never delivered despite assurances from your chat advisor. Awful service https://t.co/27Sp4jCSEw
3386,"@AmazonHelp Frustrating.. a prime delivery said delivered to a resident, but all out! Checked with neighbours and nothing :("
3387,Mum ordered skiing equipment via amazon and courier said it was put in the letterbox. How do you fit skis in a letterbox @AmazonHelp
